String Index	Text
skillld150	that does extra damage\ncreates a magical throwing weapon
skillan150	Magic Throw
Skillname225	Shapeshifting Mastery
Skillld225	life bonus also works in human form\npassive - improves shapeshifting duration
Skillan225	Shapeshifting Mastery
Skillname229	Elemental Form
Skillsd229	transform into a fire elemental
Skillld229	transform into a fire elemental
Skillan229	Elemental Form
Skillname234	Maul
Skillsd234	smash your enemies with fiery fists - elemental form
Skillld234	with successive hits\nfor increasing extra damage\nsmash your enemies\nwhen in elemental form,
Skillan234	Maul
Skillname235	Earth Spikes
Skillsd235	impale the enemies with spikes
Skillld235	to impale and slow your enemies\nsummon forth great spikes of earth
Skillan235	Earth Spikes
Skillname240	Fire Claws
Skillsd240	fiery, mauling attack
Skillld240	with a damaging fire attack\nform, maul your enemies\nwhen in werewolf or elemental
Skillan240	Fire Claws
Skillname241	Creeping Doom
Skillsd241	summon a swarm of insects
Skillld241	to devour your enemies\nsummon a swarm of insects
Skillan241	Creeping Doom
Skillsd244	create shock waves - elemental form
Skillld244	that stuns nearby enemies\nsmash to create a shock wave\nwhen in elemental form,
Skillname248	Summon Elemental
Skillsd248	summon a water elemental
Skillld248	summon a greater water elemental
Skillan248	Summon Elemental
Skillname250	Acid Rain
Skillsd250	acid storm that poisons your enemies
Skillld250	castable while shapeshifting\npoisonous clouds on nearby enemies\ncreate an acid storm to rain
Skillan250	Acid Rain
Skillname251	Winter Fury
Skillsd251	summons cold spirits
Skillld251	to freeze and damage your enemies\nsummon forth the cold spirits of nature
Skillan251	Winter Fury
Skillname252	Cold Blast
Skillsd252	throw a cold bomb
Skillld252	to freeze your enemies\nthrow a cold bomb
Skillan252	Cold Blast
Skillname253	Melee Mastery
Skillsd253	passive - improves melee weapons ability
Skillld253	with melee weapons\npassive - improves your skill
Skillan253	Melee Mastery
Skillname254	Psychic Slash
Skillsd254	a pyschic blast to slash your enemies
Skillld254	to slash and knock back your enemies\nto create a psychic blast\nuse the power of your mind
Skillan254	Psychic Slash
Skillname267	Poison Stream
Skillsd267	shoot a poisonous cloud
Skillld267	drain the life of your enemies\nshoot a poisonous cloud to
Skillan267	Poison Stream
Skillname273	Steam Sentry
Skillsd273	a trap that sprays magic steam
Skillld273	enchanted steam at passing enemies\ntrap that sprays magically
Skillan273	Steam Sentry
Skillsd277	a trap that explodes nearby corpses
Skillld277	or explodes nearby corpses laying waste to more enemies\na trap that shoots lightning at your enemies
Skillname362	Eagle Eye
Skillsd362	increased damage / attack rate penalty
Skillld362	aim and greatly increase damage\nsacrifices attack rate in order to improve
Skillan362	Eagle Eye
Skillname363	Legendary Arrow
Skillsd363	legendary 1.09 guided arrow
Skillld363	always hits\nmultiple times with pierce\nthat hits a single target\nlegendary guided arrow
Skillan363	Legendary Arrow
Skillname364	Dance of Death
Skillsd364	whirling dance of death
Skillld364	legions of your enemies\nthat cuts a path through the\na whirling dance of death
Skillan364	Dance of Death
Skillname365	Fire Hawk
Skillsd365	Summons a burning hawk
Skillld365	waste to your enemies\nSummons a burning hawk to lay
Skillan365	Fire Hawk
Skillname366	Frost Nova
Skillsd366	creates a freezing ring
Skillld366	and freezes all nearby enemies\ncreates an expanding ring of ice that damages
Skillan366	Frost Nova
Skillname367	Time Stop
Skillsd367	stops time in area of effect
Skillld367	dead in their tracks\nat the time of casting are stopped\nall creatures in the area of effect
Skillan367	Time Stop
Skillname368	Fanatic Swing
Skillsd368	attacks multiple adjacent enemies
Skillld368	faster but does less damage than zeal\nattacks multiple adjacent enemies
Skillan368	Fanatic Swing
Skillname369	Aerial Guard
Skillsd369	enhances block and recovery
Skillld369	total cast rate is below -50%)\n(you can't cast a spell if your\nthe airflow bothers casting spells\nenhances your block and hit recovery\na spirit of the air protects you
Skillan369	Aerial Guard
Skillname370	Fissure
Skillsd370	open the earth to burn enemies
Skillld370	burning them to a crisp\nopen volcanic vents below your enemies,
Skillan370	Fissure
Skillname371	Twister
Skillsd371	release several small whirlwinds
Skillld371	cut a path through your enemies\nrelease several small whirlwinds that
Skillan371	Twister
Skillname372	Pierce Flesh & Bone
Skillsd372	curse - lowers enemies Poison & Magic resistance
Skillld372	lowers maximum poison & magic resistances of hostile players\nlowers poison & magic resistances of monsters\ncurses to increase poison & magic damages
Skillan372	Pierce Flesh & Bone
Skillname373	Killer Scythe
Skillsd373	attacks all adjacent targets
Skillld373	2h weapons and knives only \nattacks all adjacent targets
Skillan373	Killer Scythe
Skillname374	Hell's Gate
Skillsd374	calls souls from hell
Skillld374	to injure enemies\ncalls restless souls from hell
Skillan374	Hell's Gate
Skillname375	Ghost Hydra
Skillsd375	Summons a multi-headed spirit beast
Skillld375	to reduce your enemies to dust.\nSummons a multi-headed spirit beast
Skillan375	Ghost Hydra
Skillname376	Blade Fury
Skillsd376	throw spinning blades
Skillld376	to slice up your enemies\nthrow spinning blades
Skillan376	Blade Fury
Skillname377	Aura of Divinity
Skillsd377	improves skills and experience gained
Skillld377	and experience gained\nadds a bonus to all skill levels
Skillan377	Aura of Divinity
Skillname378	Arrow of Confession
Skillsd378	slain monsters rest in peace
Skillld378	holy arrow that saves monster souls
Skillan378	Arrow of Conf.
Skillname379	Sacred Piercer
Skillsd379	sacred arrow that pursues target
Skillld379	always hits\nmultiple times with pierce\nthat hits a single target\nsacred arrow that pursues target
Skillan379	Sacred Piercer
Skillname380	Holy Ward
Skillsd380	creates a sacred totem
Skillld380	that causes nearby monsters to flee\nits corpse into a blessed entity\npurifies a slain monster and turns
Skillan380	Holy Ward
Skillname381	Summon Anointed Bear
Skillsd381	summon an anointed bear
Skillld381	summon a faithful anointed bear
Skillan381	Summon Anointed Bear
Skillname382	Ancients' Call
Skillsd382	lower enemy resistances
Skillld382	elemental attacks by lowering enemy resistances\nwar cry that increases the damage of your
Skillan382	Ancients' Call
Skillname383	Phantom Hatchets
Skillsd383	throws multiple hatchets
Skillld383	deadly array of flying hatchets\nchanges a thrown weapon into a
Skillan383	Phantom Hatchets
Skillname384	Berserk Fury
Skillsd384	a magical bolt that splits on impact
Skillld384	magical bolt that splits on impact\nchanges a thrown weapon into a powerful
Skillan384	Berserk Fury
Skillname385	Nova
Skillsd385	creates an electrically charged ring
Skillld385	to shock nearby enemies\ncreates an expanding ring of lightning
Skillan385	Nova
Skillname386	Thunder Storm
Skillsd386	summons a powerful tempest
Skillld386	your enemies with bolts of lightning\nsummons a deadly thunderstorm that strikes
Skillan386	Thunder Storm
Skillname387	Sandstorm
Skillsd387	whirls up a sandstorm
Skillld387	that damages all nearby enemies\nmagically enchanted debris\nwhirls up a fierce storm of
Skillan387	Sandstorm
Skillname388	Iron Claws
Skillsd388	pierces and destroys target's armor
Skillld388	with ferocious iron claws\npierce and destroy target's armor\nwhen in werewolf or elemental form,
Skillan388	Iron Claws
Skillname389	Cow Balloon
Skillsd389	your favorite rubber moo moo
Skillld389	that draws fire from enemies\nyour favorite rubber moo moo
Skillan389	Cow Balloon
Skillname390	Charged Claws
Skillsd390	lightning charged attack
Skillld390	and releases charged bolts upon impact\nadds lightning damage to melee attack\nwhen in werewolf or elemental form,
Skillan390	Charged Claws
Skillname391	Flame Lance
Skillsd391	Hurls a deadly lance of fire
Skillld391	Hurls a deadly lance of fire to incinerate your enemies
Skillan391	Flame Lance
Skillname392	Shade Armor
Skillsd392	improves defense and damage resistance
Skillld392	resistance against physical attacks\nwhen cast, increases defense and
Skillan392	Shade Armor
Skillname393	Shuriken
Skillsd393	throws knives to multiple targets
Skillld393	throwing knives only\nto multiple nearby enemies\nthrows ninja knives in a row
Skillan393	Shuriken
Skillname394	Iaigiri
Skillsd394	attack that is not interruptible
Skillld394	2h weapons, knives and knuckles only\nimproves attack and defense rating\nattack that is not interruptible and\n\nFinishing Move\n
Skillan394	Iaigiri
Skillname395	Ice Fangs
Skillsd395	fires frozen fangs
Skillld395	fires a barrage of summoned frozen fangs
Skillan395	Ice Fangs
Skillname396	Cold Wave
Skillsd396	creates a moving wall of ice
Skillld396	that chills your enemies\ncreates a moving wall of ice
Skillan396	Cold Wave
unicharm	ÿc1Carry One Itemÿc3
The Perfect Cell	The Perfect Cell
Yello Jello	Yello Jello
Lothar's Will	Lothar's Will
Deviant Cell	Deviant Cell
Vlad Tepe's Sustenance	Vlad Tepe's Sustenance
Something Wicked	Something Wicked
The Unknown Hero	The Unknown Hero
Fallen Star	Fallen Star
Dragon Eye	Dragon Eye
Ring of Vengeance	Ring of Vengeance
Elemental Jewel	Elemental Jewel
Zodiac Band	Zodiac Band
The One Ring	The One Ring
Lily Petal	Lily Petal
Red Rose Petal	Red Rose Petal
Violet Petal	Violet Petal
Dandelion Petal	Dandelion Petal
Cactus Petal	Cactus Petal
White Rose Petal	White Rose Petal
Forget-Me-Not Petal	Forget-Me-Not Petal
Khelek's Crystal Band	Khelek's Crystal Band
Madawc's Frenzy	Madawc's Frenzy
Vorador's Essence	Vorador's Essence
Rock of Aadeyen	Rock of Aadeyen
Alakashar Rahl	Alakashar Rahl
Elven Blessing	Elven Blessing
Lilith's Heart	Lilith's Heart
Killashandra Ree's Black C	Killashandra Ree's Black Crystal
The Mad Celt's Shining Sparkly	The Mad Celt's Shining Sparkly
BlackMage's Knucklebone	BlackMage's Knucklebone
The Tipsy Donut	The Tipsy Donut
Yagul's Wrath	Yagul's Wrath
Dfuzzz's Fingerguard	Dfuzzz's Fingerguard
Killjoy's Attitude	Killjoy's Attitude
Lovers' Pendant	Lovers' Pendant
Eye of the Witch	Eye of the Witch
Collar of the Minotaur	Collar of the Minotaur
Beads of the Guardian	Beads of the Guardian
Eye of the Beholder	Eye of the Beholder
Spellcasters Aide	Spellcasters Aide
Talisman of Benzaiten	Talisman of Benzaiten
Talisman of Kisshoten	Talisman of Kisshoten
Talisman of Bishamonten	Talisman of Bishamonten
Talisman of Hotei	Talisman of Hotei
Talisman of Ebisu	Talisman of Ebisu
Talisman of Daikokuten	Talisman of Daikokuten
Talisman of Fukurokuju	Talisman of Fukurokuju
Jade's Locket	Jade's Locket
Khisanth	Khisanth
Daeveran's Stone	Daeveran's Stone
Holy Deviant	Holy Deviant
Grim Creaper	Grim Creaper
Valhalla's Pendant	Valhalla's Pendant
Sub Sanity	Sub Sanity
The Mistress' Leather Collar	The Mistress' Leather Collar
Smaqdoun's Painful Pride	Smaqdoun's Painful Pride
The Cursed Donut	The Cursed Donut
BlackKnight's Holy Signet	BlackKnight's Holy Signet
Yagul's Bloody Rage	Yagul's Bloody Rage
Plague's Last Arrowhead	Plague's Last Arrowhead
Dweia's Revenge	Dweia's Revenge
Jindujun	Jindujun
Bohemian Stone	Bohemian Stone
Lady Eboshi's Greed	Lady Eboshi's Greed
Icestorm Shard	Icestorm Shard
Nexus Star	Nexus Star
Salamander Stone	Salamander Stone
Smiiiff Stone	Smiiiff Stone
Larias' Licentious Lament	Larias' Licentious Lament
Sescheronya's Spark	Sescheronya's Spark
Ideal Craft	Ideal Craft
Kenji's Winged Arrows	Kenji's Winged Arrows
Delthanes' Enchanted Bolts	Delthanes' Enchanted Bolts
Quiver of Prince Ashitaka	Quiver of Prince Ashitaka
Casca's Deadly Bolts	Casca's Deadly Bolts
Legolas' Quiver	Legolas' Quiver
Borgoff's Bolts	Borgoff's Bolts
Hijikata's Heart-blood	Hijikata's Heart-blood
The Diamond Hairband	The Diamond Hairband
Zan-Esus' Commitment	Zan-Esus' Commitment
Lunar Charm	Lunar Charm
Heart of Jewels	Heart of Jewels
Krok's Basher	Krok's Basher
Treefeller	Treefeller
The Skeleton Hunter	The Skeleton Hunter
High-General's Pick	High-General's Pick
Axe of Souls	Axe of Souls
Glowblast	Glowblast
Murderous Axe	Murderous Axe
Lord of Carnage	Lord of Carnage
Raka's Folly	Raka's Folly
The Annihilator	The Annihilator
Axe of the Elements	Axe of the Elements
The Butcher's Cleaver	The Butcher's Cleaver
Double Bite	Double Bite
Sadistic Warlord	Sadistic Warlord
Hacker	Hacker
Wolf Claw	Wolf Claw
Lifebane	Lifebane
Fleshchew	Fleshchew
Griswold's Revenge	Griswold's Revenge
Lifecleaver	Lifecleaver
Rohmshun	Rohmshun
Alea Jacta Est	Alea Jacta Est
Thorgrim's Saviour	Thorgrim's Saviour
Gold Digger	Gold Digger
Iceshard	Iceshard
Focus of Unlife	Focus of Unlife
Wicked Axe	Wicked Axe
Meat Cleaver	Meat Cleaver
Wings of the Fallen Phoenix	Wings of the Fallen Phoenix
Barbaric Devastator	Barbaric Devastator
The Green Lantern	The Green Lantern
Master of Puppets	Master of Puppets
Necromonic Tool	Necromonic Tool
Wand of Spirits	Wand of Spirits
Lucrecius' Power	Lucrecius' Power
Jugalator	Jugalator
Cinderspark	Cinderspark
Blade of the Reaper	Blade of the Reaper
Rusalka's Femur	Rusalka's Femur
Wand of Rathma	Wand of Rathma
Skull of Horazon	Skull of Horazon
Jr Eyes	Eye of Jr
Arm of the Skeleton	Arm of the Skeleton
Bone Reaver	Bone Reaver
Secret of the Ooze	Secret of the Ooze
Essence of Trang-Oul	Essence of Trang-Oul
Song of the Damned	Song of the Damned
The Last Rites	The Last Rites
Holy Icon	Holy Icon
Blessed Avenger	Blessed Avenger
Redeemer of the Light	Redeemer of the Light
Demon Bane	Demon Bane
Sunblade	Sunblade
Righteous Avenger	Righteous Avenger
Demon Slayer	Demon Slayer
Agent of the Light	Agent of the Light
Scepter of the Sorcerer-Kings	Scepter of the Sorcerer-Kings
Excalibur	Excalibur
Liberation	Liberation
Judgement	Judgement
Instrument of Purification	Instrument of Purification
Redemption	Redemption
Holy Avenger	Holy Avenger
Inifuss Branch	Inifuss Branch
Woodfist's Arm	Woodfist's Arm
The Horror	The Horror
Bonemash	Bonemash
Arc's Skewer	Arc's Skewer
Grimbold's Flail	Grimbold's Flail
Silver Rule	Silver Rule
Bul-Kathos' Rage	Bul-Kathos' Rage
Arreat's Peak	Arreat's Peak
Koth's Cudgel	Koth's Cudgel
Rakanishu's Staff	Rakanishu's Staff
Blood Splinter	Blood Splinter
Dreamflange	Dreamflange
Starshine	Starshine
Demonfever	Demonfever
Schaeffer's Hammer	Schaeffer's Hammer
Vulcan's Piledriver	Vulcan's Piledriver
Justicar Militiari	Justicar Militiari
Caveman's Fury	Caveman's Fury
Spirit of the Forest	Spirit of the Forest
Darth Maul	Darth Maul
Caesar's Revenge	Caesar's Revenge
Butcher's Tenderizer	Butcher's Tenderizer
Thunder Star	Thunder Star
Miller's Hammer	Miller's Hammer
Hammer of Bogardan	Hammer of Bogardan
Thor's Hammer	Thor's Hammer
Umbar's Blade	Umbar's Blade
The Rising Sun	The Rising Sun
Tavern's Blade	Tavern's Blade
Ironslice	Ironslice
Rainbow's Power	Rainbow's Power
Numenorean Iron	Numenorean Iron
Storm's Charge	Storm's Charge
Tribesman's Focus	Tribesman's Focus
Darkteflan	Darkteflan
Devilish Fear	Devilish Fear
Falcon's Pride	Falcon's Pride
Gonnermouth's Blade	Gonnermouth's Blade
Blizzard's Sword	Blizzard's Sword
The Barbaric Totem	The Barbaric Totem
Magma Spike	Magma Spike
Scourge of the Twin Seas	Scourge of the Twin Seas
Soulforge	Soulforge
The Desert Wind	The Desert Wind
Frost Shard	Frost Shard
Zakarum Blade	Zakarum Blade
Celestial Avenger	Celestial Avenger
Mithril Sword	Mithril Sword
The Vampire	The Vampire
Black Death	Black Death
Stone Brenner	Stone Brenner
Jeldaria's Focus	Jeldaria's Focus
Inarius' Fall	Inarius' Fall
Terminus Est	Terminus Est
Slave Warrior's Edge	Slave Warrior's Edge
Twinkle	Twinkle
Icing Death	Icing Death
The Executioner's Blade	The Executioner's Blade
Diamondedge	Diamondedge
Glacial Form	Glacial Form
Soul Singer	Soul Singer
Rome's Victory	Rome's Victory
Blade of Righteousness	Blade of Righteousness
Reins of Power	Reins of Power
Mitsurugi's Aide	Mitsurugi's Aide
Blackened Blade of Arkanon	Blackened Blade of Arkanon
The Fires of Sunlight	The Fires of Sunlight
The Grandfather	The Grandfather
Yegg's Firedagger	Yegg's Firedagger
Requier's Skill	Requier's Skill
The Golden Spike	The Golden Spike
Anguirel	Anguirel
The Touch of Death	The Touch of Death
Sirian's Infinite Knives	Sirian's Infinite Knives
Trang'Oul's Claw	Trang'Oul's Claw
Wizardspike	Wizardspike
Throatslitter	Throatslitter
Death's Scythe	Death's Scythe
The Horn of Balor	The Horn of Balor
Rathma's Blade	Rathma's Blade
Famine	Famine
Mordenkainen's Dagger	Mordenkainen's Dagger
Blade of Corruption	Blade of Corruption
The Trainee's Shuriken	The Trainee's Shuriken
The Lumberjack's Toy	The Lumberjack's Toy
The Surgeon	The Surgeon
The Miner	The Miner
Hail of Bolts	Hail of Bolts
LED	LED
Ric's Faith	Ric's Faith
Free Lance	Free Lance
Flying Impaler	Flying Impaler
Fluffy Rabbit's Hare-y Javelin	Fluffy Rabbit's Hare-y Javelin
Larzuk's Aim	Larzuk's Aim
Morgue	Morgue
Battle Hymn	Battle Hymn
The Hurricane	The Hurricane
Minotaur's Sidearm	Minotaur's Sidearm
Gilded Spikes	Gilded Spikes
Septic Needle	Septic Needle
Revenant's Spear of the Vampyr	Revenant's Spear of the Vampyr
Futurebreeze	Futurebreeze
Olympus Hand	Olympus Hand
Titan's Revenge	Titan's Revenge
Malah's Aid	Malah's Aid
The Assassin's Stiletto	The Assassin's Stiletto
Dark Knight's Dread	Dark Knight's Dread
Unicorn's Horn	Unicorn's Horn
Hephasto's Last Project	Hephasto's Last Project
The Opilus Apprentice	The Opilus Apprentice
Olympian's Javelin	Olympian's Javelin
Johan's Picket	Johan's Picket
Rainbow Rocket	Rainbow Rocket
Moby's Demise	Moby's Demise
Zeus' Bolts	Zeus' Bolts
Rising Sun	Rising Sun
Supercharged Rod	Supercharged Rod
Poseidon's Trident	Poseidon's Trident
Forzan's Rage	Forzan's Rage
Rogerio's Lance	Rogerio's Lance
Rod of Zerae	Rod of Zerae
Uthuala's Crest	Uthuala's Crest
Lance of Celestia	Lance of Celestia
Zerae's Point	Zerae's Point
Gift of the Sea	Gift of the Sea
Kaihlanna's Pride	Kaihlanna's Pride
Tears of Pain	Tears of Pain
The Dragoon Shaft	The Dragoon Shaft
Illusionary Pain	Illusionary Pain
Lycander's Flank	Lycander's Flank
Backbiter	Backbiter
Defense of Atlantis	Defense of Atlantis
Dragon's Breath	Dragon's Breath
Storm Seeker	Storm Seeker
Lightfoot	Lightfoot
Rotting Splinter	Rotting Splinter
Raiden's Staff	Raiden's Staff
Eron's Bardiche	Eron's Bardiche
Lawful Arm	Lawful Arm
Blade of Oblivion	Blade of Oblivion
Hewson's Poleaxe	Hewson's Poleaxe
Infidel's Rule	Infidel's Rule
Eternal Rest	Eternal Rest
Defender of the Highlands	Defender of the Highlands
Bill of the Crane Shamans	Bill of the Crane Shamans
Reaver of Darkness	Reaver of Darkness
Partizan of Light	Partizan of Light
The Will of Hatred	The Will of Hatred
Instrument of Destruction	Instrument of Destruction
Call of the Guardian	Call of the Guardian
Nine Lives Stealer	Nine Lives Stealer
Soul Reaver	Soul Reaver
Sultan's Conqueror	Sultan's Conqueror
Almraizer	Almraizer
Eternal Reign	Eternal Reign
Zann Esu's Raiment	Zann Esu's Raiment
